lemma,upos,verb_form,case_counts,example_wordform,count
поддерживать,VERB,Inf,,поддерживать,6
прочесть,VERB,Inf,,прочитать,6
носитель,NOUN,,Acc:1|Gen:3|Ins:1|Nom:1,носителей,6
крыша,NOUN,,Acc:2|Gen:1|Ins:1|Nom:2,крышей,6
содержание,NOUN,,Acc:2|Gen:2|Ins:1|Loc:1,содержание,6
подтвердить,VERB,Part,Acc:1|Gen:2|Nom:1,подтверждены,6
союз,PROPN,,Acc:2|Dat:1|Loc:3,Союз,6
потеря,NOUN,,Gen:1|Ins:1|Loc:2|Nom:2,потери,6
сохранять,VERB,Inf,,сохранять,6
пётр,PROPN,,Ins:1|Loc:1|Nom:4,Пётр,6
управление,NOUN,,Gen:6,управления,6
удача,NOUN,,Acc:3|Gen:1|Nom:2,удачу,6
полгода,NOUN,,Acc:1|Gen:1|Nom:4,полгода,6
действовать,VERB,Inf,,действовать,6
стратегия,NOUN,,Acc:2|Gen:2|Loc:1|Nom:1,стратегию,6
заставить,VERB,Fin,,заставила,6
славянский,ADJ,,Acc:2|Gen:3|Loc:1,славянских,6
сохраняться,VERB,Fin,,сохранялась,6
письменный,ADJ,,Gen:2|Loc:2|Nom:2,письменной,6
снимок,NOUN,,Acc:3|Gen:2|Nom:1,снимков,6
пол,NOUN,,Acc:3|Gen:1|Loc:2,пол,6
партнёр,NOUN,,Acc:1|Dat:1|Gen:1|Ins:2|Nom:1,партнёра,6
устраивать,VERB,Fin,,устраивали,6
перепутать,VERB,Fin,,перепутали,6
вернуть,VERB,Inf,,вернуть,6
курьер,NOUN,,Loc:2|Nom:4,курьере,6
растение,NOUN,,Acc:1|Gen:4|Nom:1,растений,6
заниматься,VERB,Inf,,заниматься,6
заполнить,VERB,Fin,,заполните,6
столько,ADV,,,столько,6
подписка,NOUN,,Gen:2|Loc:1|Nom:3,подписки,6
весь,PRON,,Loc:6,всём,6
писатель,NOUN,,Gen:4|Nom:2,писателей,6
книжный,ADJ,,Acc:2|Gen:1|Ins:2|Nom:1,книжную,6
сказка,NOUN,,Gen:2|Nom:4,сказок,6
кредит,NOUN,,Acc:3|Dat:1|Gen:2,кредит,6
неприятный,ADJ,,Acc:1|Ins:1|Loc:1|Nom:3,неприятным,6
упаковка,NOUN,,Acc:3|Gen:2|Ins:1,упаковку,6
рекомендация,NOUN,,Acc:1|Gen:1|Ins:1|Loc:1|Nom:2,рекомендациями,6
представитель,NOUN,,Acc:1|Dat:1|Gen:1|Ins:1|Nom:2,представителей,6
вещество,NOUN,,Acc:2|Gen:4,веществ,6
режиссёр,NOUN,,Acc:1|Gen:2|Nom:3,режиссёра,6
владимир,PROPN,,Acc:2|Gen:3|Nom:1,Владимира,6
процентный,ADJ,,Acc:4|Gen:1|Nom:1,процентная,6
расположение,NOUN,,Acc:2|Dat:2|Nom:2,расположение,6
бельё,NOUN,,Acc:2|Gen:2|Ins:1|Nom:1,белья,6
национальный,ADJ,,Acc:2|Gen:2|Ins:1|Nom:1,национальные,6
премия,NOUN,,Acc:2|Gen:1|Nom:3,премия,6
спрашивать,VERB,Fin,,спрашиваю,6
аллергия,NOUN,,Gen:2|Nom:4,аллергии,6
черновик,NOUN,,Acc:3|Gen:3,черновиков,6
навык,NOUN,,Acc:2|Dat:1|Gen:1|Ins:1|Nom:1,навыкам,6
назвать,VERB,Inf,,назвать,6
печатный,ADJ,,Acc:2|Gen:2|Ins:1|Nom:1,печатный,6
китай,PROPN,,Gen:2|Loc:4,Китае,6
применять,VERB,Fin,,применялись,6
одиннадцатый,ADJ,,Gen:2|Loc:1|Nom:3,одиннадцатом,6
вклад,NOUN,,Acc:5|Nom:1,Вклад,6
быстрый,ADJ,,Acc:1|Gen:1|Ins:1|Nom:3,быстрой,6
вперёд,ADV,,,вперёд,6
посоветовать,VERB,Fin,,посоветуете,6
задолго,ADV,,,задолго,6
всерьёз,ADV,,,всерьёз,6
трогать,VERB,Fin,,трогаю,6
погибнуть,VERB,Fin,,погиб,6
вернуть,VERB,Fin,,вернули,6
игровой,ADJ,,Acc:2|Dat:1|Gen:2|Nom:1,игрового,6
нормально,ADV,,,нормально,6
посёлок,NOUN,,Gen:3|Loc:2|Nom:1,посёлка,6
сезон,NOUN,,Acc:1|Gen:3|Loc:1|Nom:1,сезона,6
держаться,VERB,Fin,,держатся,6
удар,NOUN,,Acc:2|Gen:1|Nom:3,удар,6
вымышленный,ADJ,,Acc:3|Ins:1|Loc:1|Nom:1,вымышленным,6
космос,NOUN,,Acc:6,космос,6
частный,ADJ,,Acc:1|Gen:2|Loc:1|Nom:2,частные,6
повторяться,VERB,Part,Acc:1|Gen:5,повторяющихся,6
острый,ADJ,,Acc:4|Nom:2,острую,6
выдавать,VERB,Fin,,выдавал,6
гарантия,NOUN,,Gen:1|Nom:5,гарантий,6
учиться,VERB,Fin,,учился,6
развиваться,VERB,Fin,,развивались,6
восточнославянский,ADJ,,Dat:1|Gen:3|Loc:2,восточнославянских,6
жаловаться,VERB,Fin,,жалуются,6
обязанный,ADJ,,,обязаны,6
временно,ADV,,,временно,6
организовывать,VERB,Fin,,организуют,6
оформить,VERB,Inf,,оформить,6
отметить,VERB,Fin,,отметили,6
розовый,ADJ,,Acc:1|Gen:2|Ins:1|Nom:2,розовые,6
разговаривать,VERB,Fin,,разговаривали,6
вряд,ADV,,,вряд,6
свитер,NOUN,,Acc:2|Gen:1|Nom:3,свитер,6
совпадать,VERB,Fin,,совпадает,6
присутствие,NOUN,,Acc:1|Loc:1|Nom:4,присутствие,6
восток,PROPN,,Gen:1|Loc:4|Nom:1,Востоке,6
японский,ADJ,,Acc:1|Loc:3|Nom:2,японских,6
лена,PROPN,,Gen:1|Nom:5,Лена,6
мечта,NOUN,,Acc:1|Gen:2|Ins:1|Nom:2,мечтой,6
чтение,NOUN,,Acc:1|Gen:3|Loc:2,чтении,6
гипотеза,NOUN,,Gen:1|Ins:2|Nom:3,гипотез,6
диалект,NOUN,,Ins:1|Loc:1|Nom:4,диалекты,6
описать,VERB,Fin,,описал,6
цитата,NOUN,,Acc:2|Gen:1|Nom:3,цитат,6
достаться,VERB,Fin,,досталось,6
открытка,NOUN,,Acc:4|Gen:1|Ins:1,открыток,6
страница,NOUN,,Acc:4|Gen:1|Nom:1,страницы,6
больница,NOUN,,Acc:2|Gen:2|Loc:2,больницу,6
обследование,NOUN,,Acc:3|Gen:2|Nom:1,обследования,6
цепочка,NOUN,,Gen:3|Loc:2|Nom:1,цепочки,6
формула,NOUN,,Acc:1|Dat:1|Gen:2|Ins:1|Nom:1,формулы,6
осмотр,NOUN,,Acc:2|Dat:1|Gen:2|Nom:1,осмотр,6
понравиться,VERB,Fin,,понравился,6
сапог,NOUN,,Acc:2|Loc:1|Nom:3,сапогах,6
посетитель,NOUN,,Gen:6,посетителей,6
запах,NOUN,,Acc:2|Dat:1|Ins:1|Nom:2,запаху,6
подчеркнуть,VERB,Fin,,Подчеркнём,6
придумать,VERB,Part,,придуманы,6
михаил,PROPN,,Acc:1|Gen:2|Nom:3,Михаила,6
неудобство,NOUN,,Acc:5|Dat:1,неудобства,6
лук,NOUN,,Acc:2|Gen:2|Nom:2,лук,6
класть,VERB,Fin,,положи,6
критика,NOUN,,Acc:1|Dat:1|Gen:2|Ins:1|Nom:1,критики,6
праздничный,ADJ,,Dat:1|Gen:1|Ins:2|Nom:2,праздничная,6
сша,PROPN,,Gen:2|Ins:1|Loc:3,США,6
регистрация,NOUN,,Dat:1|Gen:2|Loc:2|Nom:1,регистрации,6
музей,NOUN,,Acc:2|Loc:3|Nom:1,музей,6
петь,VERB,Fin,,пейте,6
шестнадцать,NUM,,Acc:1|Gen:4|Nom:1,шестнадцать,6
зеркало,NOUN,,Acc:2|Dat:1|Ins:1|Loc:1|Nom:1,зеркалом,6
финал,NOUN,,Acc:1|Gen:1|Loc:3|Nom:1,финала,6
петербург,PROPN,,Acc:1|Gen:1|Loc:3|Nom:1,Петербурге,6
электричка,NOUN,,Gen:1|Loc:2|Nom:3,электрички,6
сходить,VERB,Fin,,сходили,6
пельмень,NOUN,,Acc:2|Ins:1|Nom:3,пельмени,6
край,NOUN,,Acc:1|Dat:2|Gen:2|Nom:1,края,6
плакать,VERB,Fin,,плачет,6
гулять,VERB,Fin,,гуляем,6
жёлтый,ADJ,,Ins:3|Nom:3,жёлтыми,6
сообщить,VERB,Fin,,сообщила,6
пруд,NOUN,,Acc:1|Gen:3|Loc:1|Nom:1,пруд,6
по-моему,ADV,,,По-моему,6
гагарин,PROPN,,Gen:2|Nom:4,Гагарин,6
седьмой,ADJ,,Acc:1|Gen:1|Loc:1|Nom:3,седьмом,6
кольцо,NOUN,,Acc:1|Gen:2|Ins:1|Nom:2,кольцами,6
печь,NOUN,,Acc:5|Gen:1,печь,6
выборы,NOUN,,Loc:3|Nom:3,выборы,6
крышка,NOUN,,Acc:2|Gen:2|Nom:2,крышек,6
восемнадцать,NUM,,Acc:2|Gen:3|Nom:1,восемнадцать,6
крепкий,ADJ,,Acc:1|Ins:1|Nom:4,крепкая,6
печь,VERB,Fin,,пекли,6
кружить,VERB,Fin,,кружилась,6
привет,INTJ,,,Привет,6
церковь,NOUN,,Gen:2|Nom:4,церквей,6
солёный,ADJ,,Acc:4|Ins:1|Nom:1,солёные,6
уважаемый,ADJ,,Nom:6,Уважаемые,6
кошелёк,NOUN,,Acc:2|Loc:2|Nom:2,кошелёк,6
пенсия,NOUN,,Acc:3|Gen:1|Nom:2,пенсии,6
волга,PROPN,,Acc:2|Gen:1|Ins:1|Loc:1|Nom:1,Волгу,6
спина,NOUN,,Acc:1|Dat:2|Ins:2|Nom:1,спиной,6
ящик,NOUN,,Ins:1|Loc:4|Nom:1,ящике,6
лёд,NOUN,,Dat:1|Gen:2|Nom:3,Лёд,6
зуб,NOUN,,Acc:2|Gen:1|Ins:1|Nom:1,зубы,5
домохозяйство,NOUN,,Acc:1|Gen:4,домохозяйств,5
требовать,VERB,Inf,,потребовать,5
обнаружить,VERB,Part,Nom:2,обнаружен,5
ограниченный,ADJ,,Ins:3|Nom:2,ограниченными,5
отчёт,NOUN,,Acc:2|Gen:1|Ins:2,отчётами,5
сидеть,VERB,Inf,,сидеть,5
заставлять,VERB,Fin,,заставляю,5
исполниться,VERB,Fin,,исполнилось,5
едва,ADV,,,едва,5
копейка,NOUN,,Acc:1|Gen:3|Ins:1,копеек,5
скидка,NOUN,,Acc:1|Ins:1|Nom:3,скидка,5
осознанно,ADV,,,осознанно,5
популярность,NOUN,,Acc:3|Gen:1|Nom:1,популярность,5
полноценный,ADJ,,Gen:1|Ins:3|Nom:1,полноценный,5
пол,NUM,,,пол,5
куча,NOUN,,Acc:4|Nom:1,кучу,5
во-вторых,ADV,,,Во-вторых,5
снижать,VERB,Fin,,снижает,5
равенство,NOUN,,Gen:2|Loc:1|Nom:2,равенство,5
длительный,ADJ,,Acc:1|Dat:1|Gen:2|Nom:1,длительной,5
земледелие,NOUN,,Acc:1|Dat:1|Gen:1|Ins:1|Nom:1,земледелие,5
вызвать,VERB,Fin,,вызвал,5
поверить,VERB,Fin,,поверил,5
учиться,VERB,Inf,,учиться,5
выиграть,VERB,Fin,,выиграла,5
шутка,NOUN,,Acc:2|Gen:1|Ins:1|Nom:1,шуткой,5
получить,VERB,Part,Acc:2|Nom:3,полученное,5
устанавливать,VERB,Fin,,устанавливает,5
деятельность,NOUN,,Gen:2|Ins:1|Loc:1|Nom:1,деятельностью,5
восстановление,NOUN,,Acc:4|Nom:1,восстановление,5
психология,NOUN,,Loc:2|Nom:3,психологии,5
психологический,ADJ,,Gen:4|Nom:1,психологические,5
черта,NOUN,,Acc:1|Gen:1|Nom:3,черты,5
инфляция,NOUN,,Gen:1|Nom:4,Инфляция,5
срочно,ADV,,,срочно,5
опасаться,VERB,Fin,,опасаются,5
газета,NOUN,,Ins:1|Loc:1|Nom:3,газетой,5
уйти,VERB,Fin,,уйдёт,5
удивительно,ADV,,,удивительно,5
сокращение,NOUN,,Dat:1|Gen:1|Ins:1|Loc:1|Nom:1,сокращений,5
кровь,NOUN,,Acc:2|Gen:1|Loc:1|Nom:1,крови,5
кожа,NOUN,,Gen:3|Loc:1|Nom:1,Кожа,5
обладать,VERB,Fin,,обладает,5
использовать,VERB,Part,Dat:1|Gen:3,используемой,5
творческий,ADJ,,Acc:1|Loc:1|Nom:3,творческой,5
стадион,NOUN,,Acc:2|Gen:1|Nom:2,стадиона,5
дань,NOUN,,Acc:1|Gen:3|Ins:1,данью,5
опасение,NOUN,,Acc:2|Gen:1|Nom:2,опасения,5
окончание,NOUN,,Acc:1|Gen:2|Ins:1|Loc:1,окончанием,5
урожай,NOUN,,Acc:3|Gen:2,урожай,5
описать,VERB,Part,Dat:2|Nom:1,описанным,5
актуальный,ADJ,,Acc:2|Ins:2|Loc:1,актуальными,5
однажды,ADV,,,Однажды,5
труба,NOUN,,Acc:3|Gen:2,трубу,5
вызывать,VERB,Inf,,вызывать,5
упражнение,NOUN,,Dat:1|Gen:1|Nom:3,упражнения,5
достаточный,ADJ,,Ins:1|Nom:1,достаточный,5
киберспорт,NOUN,,Acc:3|Dat:1|Nom:1,киберспорт,5
капля,NOUN,,Acc:2|Gen:1|Loc:1|Nom:1,капли,5
распространяться,VERB,Fin,,распространяется,5
вспышка,NOUN,,Acc:2|Gen:1|Ins:1|Nom:1,вспышку,5
завести,VERB,Fin,,завёл,5
тратить,VERB,Inf,,потратить,5
привыкнуть,VERB,Fin,,привык,5
тратить,VERB,Fin,,тратил,5
волна,NOUN,,Gen:3|Ins:1|Nom:1,волна,5
слушатель,NOUN,,Acc:2|Dat:1|Nom:2,слушателю,5
свести,VERB,Inf,,свести,5
ослабление,NOUN,,Acc:1|Ins:1|Nom:3,ослабление,5
сохранять,VERB,Fin,,сохраняет,5
вера,NOUN,,Acc:2|Gen:1|Ins:1|Loc:1,веру,5
какой-либо,DET,,Dat:2|Gen:1|Loc:2,какой-либо,5
справка,NOUN,,Acc:3|Nom:2,справку,5
характеристика,NOUN,,Acc:1|Dat:3|Nom:1,характеристику,5
заведение,NOUN,,Gen:3|Nom:2,заведения,5
окончательный,ADJ,,Acc:3|Nom:2,окончательную,5
плата,NOUN,,Acc:3|Gen:2,платы,5
звонить,VERB,Inf,,звонить,5
жареный,ADJ,,Acc:1|Gen:2|Ins:1|Nom:1,жареной,5
салат,NOUN,,Gen:2|Ins:1|Nom:2,салаты,5
миска,NOUN,,Acc:4|Loc:1,мисках,5
ёлка,NOUN,,Acc:1|Ins:1|Nom:3,Ёлка,5
бой,NOUN,,Acc:2|Gen:1|Nom:2,боя,5
расписание,NOUN,,Acc:3|Dat:1|Nom:1,расписание,5
посещение,NOUN,,Acc:1|Gen:2|Loc:1|Nom:1,посещения,5
повести,VERB,Fin,,повели,5
показывать,VERB,Inf,,показывать,5
корпус,NOUN,,Acc:3|Loc:2,корпуса,5
расширение,NOUN,,Acc:1|Gen:1|Loc:2|Nom:1,расширения,5
перспектива,NOUN,,Acc:1|Gen:1|Loc:3,перспективе,5
миграция,NOUN,,Gen:1|Nom:4,миграция,5
адаптация,NOUN,,Acc:2|Dat:1|Gen:1|Ins:1,адаптацию,5
пенсионный,ADJ,,Gen:2|Loc:1|Nom:2,пенсионной,5
приготовить,VERB,Inf,,приготовить,5
растительный,ADJ,,Gen:3|Loc:1|Nom:1,растительного,5
удалить,VERB,Part,Acc:4|Nom:1,удалённую,5
часовой,ADJ,,Gen:3|Ins:1|Loc:1,часовых,5
хобби,NOUN,,Gen:1|Ins:1|Nom:3,хобби,5
лампочка,NOUN,,Acc:2|Ins:2|Nom:1,лампочки,5
пёс,NOUN,,Acc:1|Nom:4,пёс,5
кормить,VERB,Inf,,Кормить,5
найтись,VERB,Fin,,нашлось,5
коллектив,NOUN,,Gen:1|Nom:4,коллектив,5
показаться,VERB,Fin,,показался,5
коренной,ADJ,,Gen:4|Ins:1,коренным,5
формирование,NOUN,,Gen:2|Loc:2|Nom:1,формирования,5
запад,NOUN,,Acc:1|Loc:4,западе,5
камчатка,PROPN,,Gen:3|Nom:2,Камчатки,5
глубина,NOUN,,Acc:1|Dat:1|Gen:2|Loc:1,глубине,5
причем,CCONJ,,,причём,5
печенье,NOUN,,Acc:3|Ins:2,печенье,5
вес,NOUN,,Nom:5,вес,5
сюда,ADV,,,сюда,5
сектор,NOUN,,Acc:1|Dat:1|Gen:1|Loc:1|Nom:1,секторе,5
судья,NOUN,,Nom:5,судьи,5
протяжение,NOUN,,Loc:5,протяжении,5
эпизод,NOUN,,Acc:1|Gen:1|Ins:1|Nom:2,эпизода,5
аргумент,NOUN,,Acc:2|Gen:1|Nom:2,аргумент,5
сложность,NOUN,,Acc:2|Gen:2|Nom:1,сложности,5
пищевой,ADJ,,Gen:4|Nom:1,пищевых,5
компьютер,NOUN,,Acc:2|Gen:1|Ins:1|Nom:1,компьютера,5
тем,SCONJ,,,тем,5
подходящий,ADJ,,Acc:2|Gen:2|Nom:1,подходящий,5
исключительно,ADV,,,исключительно,5
деловой,ADJ,,Acc:1|Gen:2|Loc:1|Nom:1,деловых,5
жить,VERB,Part,Gen:1|Ins:2|Loc:1|Nom:1,живущими,5
тесный,ADJ,,Acc:1|Nom:1,тесные,5
хозяин,NOUN,,Acc:1|Nom:4,хозяева,5
привлечь,VERB,Inf,,привлечь,5
мастерская,NOUN,,Acc:2|Loc:1|Nom:2,мастерские,5
лечение,NOUN,,Acc:3|Ins:1|Nom:1,лечение,5
страх,NOUN,,Gen:3|Ins:1|Nom:1,страха,5
германия,PROPN,,Dat:1|Gen:2|Loc:2,Германии,5
инициатива,NOUN,,Acc:1|Dat:2|Gen:2,инициативы,5
гражданский,ADJ,,Acc:1|Dat:1|Ins:1|Nom:2,гражданские,5
этика,NOUN,,Gen:1|Ins:2|Loc:2,этике,5
никак,ADV,,,никак,5
термин,NOUN,,Gen:1|Ins:1|Nom:3,термин,5
хранение,NOUN,,Gen:4|Loc:1,хранения,5
исторически,ADV,,,исторически,5
уличный,ADJ,,Acc:2|Gen:1|Nom:2,уличных,5
лечь,VERB,Fin,,легли,5
темнота,NOUN,,Dat:1|Gen:1|Loc:2|Nom:1,темноте,5
когда-нибудь,ADV,,,когда-нибудь,5
надеть,VERB,Inf,,надеть,5
превратиться,VERB,Fin,,превратился,5
кинотеатр,NOUN,,Acc:1|Gen:2|Loc:2,кинотеатра,5
лень,NOUN,,Acc:2|Ins:1|Loc:1|Nom:1,лени,5
страхование,NOUN,,Gen:1|Nom:4,страхование,5
забрать,VERB,Fin,,забрали,5
вставать,VERB,Inf,,вставать,5
прихожая,NOUN,,Loc:5,прихожей,5
бок,NOUN,,Acc:2|Ins:2|Loc:1,боком,5
деться,VERB,Fin,,делась,5
суть,NOUN,,Dat:4|Nom:1,суть,5
раз,SCONJ,,,раз,5
забота,NOUN,,Gen:1|Ins:1|Nom:3,заботы,5
мыть,VERB,Fin,,моет,5
работать,VERB,Part,Dat:1|Gen:1|Ins:1|Nom:2,работающими,5
договориться,VERB,Inf,,договориться,5
склад,NOUN,,Acc:2|Gen:1|Loc:1|Nom:1,складе,5
переписка,NOUN,,Acc:1|Gen:2|Nom:2,переписку,5
слева,ADV,,,слева,5
набрать,VERB,Fin,,наберите,5
оставить,VERB,Inf,,оставить,5
соединять,VERB,Fin,,соединял,5
напоминать,VERB,Fin,,напоминает,5
остаток,NOUN,,Acc:1|Dat:1|Gen:1|Nom:2,Остатки,5
впоследствии,ADV,,,впоследствии,5
объединять,VERB,Fin,,объединяют,5
записать,VERB,Part,Acc:2|Dat:1,записанному,5
точность,NOUN,,Acc:1|Dat:1|Gen:2|Ins:1,точность,5
тень,NOUN,,Acc:2|Gen:1|Loc:1|Nom:1,тень,5
переводить,VERB,Fin,,переводят,5
конференция,NOUN,,Gen:1|Loc:1|Nom:3,Конференция,5
конвенция,NOUN,,Gen:1|Loc:2|Nom:2,конвенции,5
недостаточный,ADJ,,Ins:1,недостаточным,5
разрешение,NOUN,,Acc:1|Gen:4,разрешения,5
нарушение,NOUN,,Acc:2|Ins:2|Nom:1,нарушением,5
издательство,NOUN,,Dat:1|Gen:3|Nom:1,издательству,5
студия,NOUN,,Acc:1|Dat:2|Gen:1|Nom:1,студии,5
знакомство,NOUN,,Acc:1|Gen:1|Ins:1|Nom:2,знакомство,5
шрифт,NOUN,,Dat:1|Gen:1|Ins:1|Nom:2,шрифтом,5
пятнадцатый,ADJ,,Gen:5,пятнадцатого,5
кровать,NOUN,,Gen:2|Ins:1|Loc:1|Nom:1,кровати,5
решить,VERB,Inf,,решить,5
